Type,id,Lat,Lon,Alt,Speed/Weight,Radius,13
3,P,0,35.2087880070128,32.10341863462994,0.0,1.0,1.0
P,1,35.20719713468248,32.10272505451714,0.0,1.0,1.0
P,2,35.20337195031586,32.10308769898886,0.0,1.0,1.0
F,0,35.20731804256804,32.10314109657321,0.0,1
F,1,35.20719713468248,32.10272505451714,0.0,1
F,2,35.20575260362875,32.102809468847354,0.0,1
F,3,35.20466443265876,32.10305065264798,0.0,1
F,4,35.20749622260991,32.104148038940814,0.0,1
F,5,35.206382597348224,32.104063624610596,0.0,1
F,6,35.205027156315424,32.10373802647975,0.0,1
F,7,35.206382597348224,32.10472688006231,0.0,1
F,8,35.20308626657362,32.103762144859814,0.0,1
F,9,35.2033726273552,32.10308683021807,0.0,1
F,10,35.20928438660153,32.10405156542056,0.0,1
F,11,35.208743482903,32.1037561152648,0.0,1
F,12,35.20878802791347,32.103418457943924,0.0,1

